State,City,Date,Year,Month,Domestic_Tourists,International_Tourists,Tourism_Revenue_Cr,Popular_Attraction,Average_Spending_per_Tourist,Number_of_Hotels,Average_Hotel_Price,Events_or_Festivals,Weather_Condition,Mode_of_Transport,Average_Transport_Cost,Local_Transport_Used,Average_Stay_Days,Hotel_Occupancy_Rate(%),Tourist_Satisfaction_Score,Adventure_Activities,Medical_Facilities
Jammu and Kashmir,Srinagar,01-04-2021,2021,April,33050,4819,39201,Backwaters,1.04,60,7862.9,Dance Festival,Rainy,Bike,6846.09,Yes,13.9,70.59,4.3,No,Average
Jammu and Kashmir,Srinagar,01-05-2021,2021,May,35865,2513,32075.72,Wildlife Sanctuary,0.84,86,5357.38,Dance Festival,Cold,Train,2040.44,No,9.3,73.37,4.4,No,Poor
Jammu and Kashmir,Srinagar,01-06-2021,2021,June,46383,2152,48276.43,Beach,0.99,461,7286.65,Dance Festival,Cloudy,Bus,1568,No,2.3,72.05,3.7,Yes,Average
Jammu and Kashmir,Srinagar,01-07-2021,2021,July,36540,779,41367.23,Backwaters,1.11,460,3529.77,Religious Event,Rainy,Flight,4756.86,No,14.8,75.01,4.1,Yes,Poor
Jammu and Kashmir,Srinagar,01-08-2021,2021,August,24058,4440,39651.01,Museum,1.39,250,9930.25,Dance Festival,Humid,Flight,2323.29,Yes,3.2,85.2,3.6,No,Average
Jammu and Kashmir,Srinagar,01-09-2021,2021,September,12967,2709,24815.21,Backwaters,1.58,141,8421.92,Dance Festival,Humid,Flight,1217.12,No,2.3,54.76,3.2,Yes,Average
Jammu and Kashmir,Srinagar,01-10-2021,2021,October,38674,3669,49948.23,Desert Safari,1.18,224,7971.06,Religious Event,Sunny,Train,723.1,Yes,13.7,54.45,4.6,No,Good
Jammu and Kashmir,Srinagar,01-11-2021,2021,November,15320,2363,21887.46,Hill Station,1.24,356,2058.88,Dance Festival,Cold,Bike,5741.31,Yes,14.5,76.9,4.7,No,Poor
Jammu and Kashmir,Srinagar,01-12-2021,2021,December,48965,1353,39341.45,Temple,0.78,333,3051.37,Food Festival,Cold,Flight,7293.98,Yes,12.6,85.34,3.3,Yes,Good
Jammu and Kashmir,Srinagar,01-01-2022,2022,January,9601,4816,29095.53,Wildlife Sanctuary,2.02,110,5396.29,Festival,Sunny,Car,2577.47,No,3.3,71.27,3.1,Yes,Good
Jammu and Kashmir,Srinagar,01-02-2022,2022,February,16236,3360,22890.71,River Rafting,1.17,90,3110.72,Dance Festival,Cloudy,Boat,1623.57,No,10.9,84.09,4,No,Good
Jammu and Kashmir,Srinagar,01-03-2022,2022,March,30225,693,39791.53,Wildlife Sanctuary,1.29,388,3929.13,Art Fair,Cold,Bus,3313.25,No,14.3,91.92,4.6,No,Average
Jammu and Kashmir,Srinagar,01-04-2022,2022,April,35046,4188,63802.39,Hill Station,1.63,175,7093.21,Sports Event,Rainy,Flight,957.23,Yes,7.1,71.32,4.9,No,Good
Jammu and Kashmir,Srinagar,01-05-2022,2022,May,42971,3115,48268.82,River Rafting,1.05,88,5175.4,Sports Event,Sunny,Bus,5544.18,No,6.9,94.3,3.8,No,Poor
Jammu and Kashmir,Srinagar,01-06-2022,2022,June,20722,2104,30570.85,Wildlife Sanctuary,1.34,372,7716.44,Art Fair,Sunny,Bike,2739.6,Yes,5.5,89.3,4.6,Yes,Poor
Jammu and Kashmir,Srinagar,01-07-2022,2022,July,13217,1088,17225.05,Desert Safari,1.2,429,7393.17,Art Fair,Cloudy,Train,4218.16,No,2.4,72.9,3.3,Yes,Poor
Jammu and Kashmir,Srinagar,01-08-2022,2022,August,6008,3324,20505.09,Hill Station,2.2,319,1652.55,Sports Event,Humid,Train,4711.52,Yes,9.2,52.4,3.4,No,Poor
Jammu and Kashmir,Srinagar,01-09-2022,2022,September,23614,3758,32918.17,Beach,1.2,383,1974.48,Music Festival,Rainy,Flight,4877.06,No,13.9,89.15,3.7,Yes,Poor
Jammu and Kashmir,Srinagar,01-10-2022,2022,October,11821,1872,21097.64,Fort,1.54,381,9982.74,Music Festival,Snowy,Bus,6719.81,No,8.9,83.1,4.3,No,Good
Jammu and Kashmir,Srinagar,01-11-2022,2022,November,33763,3746,51566.85,Backwaters,1.37,54,2864.94,Art Fair,Rainy,Bus,3906.27,No,7.1,73.15,3.6,Yes,Poor
Jammu and Kashmir,Srinagar,01-12-2022,2022,December,7516,1948,14660.73,Temple,1.55,129,5654.1,Festival,Sunny,Boat,2670.24,Yes,14.3,50.92,4.8,No,Good
Jammu and Kashmir,Srinagar,01-01-2023,2023,January,28542,2160,29666.36,Wildlife Sanctuary,0.97,380,9920.41,Crafts Mela,Cloudy,Boat,1265.36,Yes,12.7,84.13,4.1,Yes,Average
Jammu and Kashmir,Srinagar,01-02-2023,2023,February,17532,1734,17878.48,Temple,0.93,139,1979.01,Religious Event,Cold,Bike,6063.91,No,6.8,87.3,4.5,No,Average
Jammu and Kashmir,Srinagar,01-03-2023,2023,March,35842,3313,52739.29,Backwaters,1.35,355,2788.29,Sports Event,Humid,Bike,1087.12,No,14.3,67.16,4.6,No,Poor
Jammu and Kashmir,Srinagar,01-04-2023,2023,April,42380,3877,45963.3,Museum,0.99,297,2606.66,Crafts Mela,Cloudy,Train,2823.97,No,13.5,87.11,3,Yes,Poor
Jammu and Kashmir,Srinagar,01-05-2023,2023,May,26505,4311,43565.27,River Rafting,1.41,134,6955.03,Art Fair,Rainy,Bike,4916.79,Yes,9.7,91.98,4.3,Yes,Good
Jammu and Kashmir,Srinagar,01-06-2023,2023,June,46726,771,47466.98,Desert Safari,1,63,6210.23,Art Fair,Rainy,Bus,3913.89,No,2.1,58.46,4.9,Yes,Good
Jammu and Kashmir,Srinagar,01-07-2023,2023,July,7732,639,8809.97,Wildlife Sanctuary,1.05,358,2477.43,Music Festival,Sunny,Bike,7726.43,No,3.9,71.68,4.7,No,Poor
Jammu and Kashmir,Srinagar,01-08-2023,2023,August,15142,2341,26950.29,Museum,1.54,109,5195.12,Festival,Snowy,Train,1478.2,No,13.1,87.55,3.8,No,Poor
Jammu and Kashmir,Srinagar,01-09-2023,2023,September,39085,3467,63954.8,Wildlife Sanctuary,1.5,421,2871.15,Sports Event,Sunny,Boat,6729.45,Yes,10.3,62.09,4.1,No,Poor
Jammu and Kashmir,Srinagar,01-10-2023,2023,October,27813,2253,38648.7,Museum,1.29,87,8250.35,Dance Festival,Rainy,Bus,679.46,Yes,4,57.69,4.1,Yes,Average
Jammu and Kashmir,Srinagar,01-11-2023,2023,November,40791,4332,57985.93,Backwaters,1.29,195,9177.19,Religious Event,Cloudy,Car,510.04,No,10.5,80.42,4.9,Yes,Average
Jammu and Kashmir,Srinagar,01-12-2023,2023,December,9841,4369,26994.23,Hill Station,1.9,465,6775.64,Music Festival,Sunny,Bus,537.94,No,13.4,87.63,4.8,No,Poor
Jammu and Kashmir,Jammu,01-01-2019,2019,January,47290,4667,52615.57,Hill Station,1.01,333,7562.27,Crafts Mela,Cold,Bike,2273.38,No,14,94.38,3.2,Yes,Poor
Jammu and Kashmir,Jammu,01-02-2019,2019,February,32128,3602,40052.75,Museum,1.12,418,8135.32,Food Festival,Snowy,Boat,1270.88,No,10.8,92.93,3.4,No,Good
Jammu and Kashmir,Jammu,01-03-2019,2019,March,40627,3262,42581.49,River Rafting,0.97,245,9781.79,Festival,Snowy,Bus,3025.29,No,14.4,80.11,4,Yes,Average
Jammu and Kashmir,Jammu,01-04-2019,2019,April,7017,855,11553.05,Fort,1.47,289,9858.13,Art Fair,Humid,Bus,2514.06,Yes,4.3,74.69,4.5,No,Poor
Jammu and Kashmir,Jammu,01-05-2019,2019,May,5489,4024,15397.15,Museum,1.62,125,2363.39,Art Fair,Snowy,Bus,1042.46,Yes,7.5,64.81,4,Yes,Good
Jammu and Kashmir,Jammu,01-06-2019,2019,June,25889,2354,31329.18,River Rafting,1.11,195,4017.83,Art Fair,Cloudy,Car,1283.17,Yes,9,82.27,4.4,Yes,Good
Jammu and Kashmir,Jammu,01-07-2019,2019,July,5594,3401,17259.29,Desert Safari,1.92,51,2213.29,Food Festival,Humid,Boat,6405.16,No,14.6,90.84,3.9,Yes,Poor
Jammu and Kashmir,Jammu,01-08-2019,2019,August,25861,4967,38490.15,River Rafting,1.25,408,4766.79,Music Festival,Sunny,Bike,7064.66,Yes,9.4,71.89,3.9,No,Poor
Jammu and Kashmir,Jammu,01-09-2019,2019,September,27345,727,28439.2,Fort,1.01,341,7342.53,Food Festival,Snowy,Bike,5488.49,Yes,3.6,65.37,4.8,Yes,Good
Jammu and Kashmir,Jammu,01-10-2019,2019,October,48866,4548,69987.44,Wildlife Sanctuary,1.31,73,1542.14,Dance Festival,Sunny,Flight,6926.45,Yes,2.6,62.9,4.8,Yes,Average
Jammu and Kashmir,Jammu,01-11-2019,2019,November,44801,4830,82739.79,River Rafting,1.67,92,5871.81,Dance Festival,Cloudy,Bus,6732.7,Yes,11.5,90.75,3.8,No,Good
Jammu and Kashmir,Jammu,01-12-2019,2019,December,18553,639,24820.01,Fort,1.29,72,8041.96,Sports Event,Sunny,Bus,3707.74,Yes,11.9,52.57,4.8,Yes,Good
Jammu and Kashmir,Jammu,01-01-2020,2020,January,16517,1958,17161.45,Wildlife Sanctuary,0.93,223,7986.17,Sports Event,Cold,Bike,821.82,No,12.4,62.1,4.7,No,Average
Jammu and Kashmir,Jammu,01-02-2020,2020,February,41723,4705,66931.67,Desert Safari,1.44,462,5712.24,Dance Festival,Humid,Boat,4084.98,No,7.1,81.35,3.3,Yes,Poor
Jammu and Kashmir,Jammu,01-03-2020,2020,March,18316,1784,32546.72,River Rafting,1.62,233,9433.57,Sports Event,Snowy,Bike,6082.23,Yes,4.9,92.76,4.3,No,Good
Jammu and Kashmir,Jammu,01-04-2020,2020,April,12138,939,12899.27,Cultural Festival,0.99,452,1732.72,Religious Event,Humid,Train,1139.96,No,2,65.9,3.1,No,Average
Jammu and Kashmir,Jammu,01-05-2020,2020,May,17236,1603,14569.82,Backwaters,0.77,488,6550.04,Food Festival,Snowy,Boat,3409.45,Yes,12.7,79.67,4.6,Yes,Good
Jammu and Kashmir,Jammu,01-06-2020,2020,June,35806,3683,26504,Backwaters,0.67,424,9071.95,Religious Event,Sunny,Bus,2832.34,No,5,73.02,4.7,Yes,Good
Jammu and Kashmir,Jammu,01-07-2020,2020,July,9884,1547,14204.42,Hill Station,1.24,389,9848.04,Art Fair,Humid,Bus,1168.65,Yes,11.3,68.1,3.3,Yes,Average
Jammu and Kashmir,Jammu,01-08-2020,2020,August,24946,4633,38356.61,Wildlife Sanctuary,1.3,456,3664.51,Religious Event,Sunny,Bus,4795.49,Yes,13.6,64.78,4.5,Yes,Good
Jammu and Kashmir,Jammu,01-09-2020,2020,September,22179,3228,30052.84,Desert Safari,1.18,366,9658.3,Religious Event,Humid,Car,5583.48,No,9.2,92.39,3.4,No,Good
Jammu and Kashmir,Jammu,01-10-2020,2020,October,44698,834,36553.68,Temple,0.8,384,2840.18,Religious Event,Rainy,Bus,2559.91,Yes,12.6,56.28,4.1,Yes,Good
Jammu and Kashmir,Jammu,01-11-2020,2020,November,17448,1082,20717.75,Temple,1.12,62,5097.67,Dance Festival,Snowy,Flight,6050.1,Yes,6.6,75.81,5,No,Average
Jammu and Kashmir,Jammu,01-12-2020,2020,December,7144,4839,25096.9,Museum,2.09,170,9032.6,Religious Event,Humid,Car,4150.98,Yes,10.3,89.82,4.8,No,Average
Jammu and Kashmir,Jammu,01-01-2021,2021,January,22296,980,19362.07,Hill Station,0.83,92,7791.46,Dance Festival,Sunny,Bike,2483.26,No,8.5,73.75,4.3,Yes,Good
Jammu and Kashmir,Jammu,01-02-2021,2021,February,37050,4854,58999.32,Desert Safari,1.41,424,4408.33,Food Festival,Cloudy,Bike,831.71,Yes,14.9,70.5,3.3,No,Poor
Jammu and Kashmir,Jammu,01-03-2021,2021,March,13126,2575,20045.62,Hill Station,1.28,53,2297.54,Food Festival,Cold,Bus,6148.59,No,11.7,59.84,4.2,No,Average
Jammu and Kashmir,Jammu,01-04-2021,2021,April,8078,3671,20346.46,Temple,1.73,155,7336.61,Crafts Mela,Sunny,Car,2313.78,No,9.1,64.43,4,Yes,Average
Jammu and Kashmir,Jammu,01-05-2021,2021,May,6376,4948,18861.33,Beach,1.67,494,8317.56,Crafts Mela,Snowy,Boat,6577.7,No,8.3,86.83,3.9,No,Poor
Jammu and Kashmir,Jammu,01-06-2021,2021,June,16003,4098,38797.38,Beach,1.93,158,7009.51,Art Fair,Sunny,Flight,822.83,Yes,7.5,89.68,3.4,Yes,Average
Jammu and Kashmir,Jammu,01-07-2021,2021,July,29351,4660,43273.78,Backwaters,1.27,147,4087.02,Crafts Mela,Sunny,Bus,5704.39,No,2.6,54.08,3.2,No,Good
Jammu and Kashmir,Jammu,01-08-2021,2021,August,36919,4013,67996.67,Cultural Festival,1.66,195,8358.28,Food Festival,Rainy,Bus,7642.33,No,6.7,78.23,3.7,Yes,Average
Jammu and Kashmir,Jammu,01-09-2021,2021,September,45756,2299,44884.77,Hill Station,0.93,73,4257.73,Dance Festival,Snowy,Boat,6189.8,No,2.2,74.92,4.2,Yes,Average
Jammu and Kashmir,Jammu,01-10-2021,2021,October,37254,1551,51385.76,Wildlife Sanctuary,1.32,380,2325.19,Religious Event,Cloudy,Bike,4953.99,Yes,5.7,65.56,4.3,No,Poor
Jammu and Kashmir,Jammu,01-11-2021,2021,November,16493,3653,20906.39,Backwaters,1.04,476,9850.95,Dance Festival,Sunny,Car,7677.31,Yes,7,63.54,3.3,Yes,Average
Jammu and Kashmir,Jammu,01-12-2021,2021,December,44329,1457,62190.03,River Rafting,1.36,252,5652.61,Religious Event,Cloudy,Train,4126.98,Yes,5.2,83.86,3.1,Yes,Good
Jammu and Kashmir,Jammu,01-01-2022,2022,January,5458,4601,19350.65,Hill Station,1.92,429,9535.97,Festival,Sunny,Car,5193.81,Yes,10.1,65.93,3.1,Yes,Average
Jammu and Kashmir,Jammu,01-02-2022,2022,February,8792,3989,23842.27,Beach,1.87,193,5861.95,Art Fair,Cold,Boat,7574.39,No,11.2,55.27,4,Yes,Poor
Jammu and Kashmir,Jammu,01-03-2022,2022,March,36795,817,25512.82,Hill Station,0.68,258,8901.21,Crafts Mela,Snowy,Bus,5937.5,Yes,13.4,73.24,4.9,No,Poor
Jammu and Kashmir,Jammu,01-04-2022,2022,April,43942,1589,41829.24,Temple,0.92,447,7658.91,Festival,Cold,Train,642.04,No,12.1,60.33,3.8,No,Good
Jammu and Kashmir,Jammu,01-05-2022,2022,May,6909,3783,24081.07,Hill Station,2.25,221,5114.4,Music Festival,Humid,Bike,2422.81,Yes,11,92.36,4,Yes,Poor
Jammu and Kashmir,Jammu,01-06-2022,2022,June,6826,2236,15804.11,Temple,1.74,450,8710.88,Crafts Mela,Cloudy,Bus,5906.75,No,12.9,54.91,4.4,No,Good
Jammu and Kashmir,Jammu,01-07-2022,2022,July,29526,2467,25957.56,Museum,0.81,332,2216.87,Dance Festival,Sunny,Bike,5253.43,Yes,2,74.62,3.4,Yes,Average
Jammu and Kashmir,Jammu,01-08-2022,2022,August,28356,3387,28427.35,Desert Safari,0.9,351,9970.43,Religious Event,Humid,Car,5661.38,No,4.2,77.57,4.2,No,Poor
Jammu and Kashmir,Jammu,01-09-2022,2022,September,33600,2545,49100.01,Museum,1.36,275,6459.74,Art Fair,Rainy,Bike,2921.17,No,6.7,71.55,3.2,Yes,Poor
Jammu and Kashmir,Jammu,01-10-2022,2022,October,19133,3772,44661.9,Wildlife Sanctuary,1.95,498,8760.46,Dance Festival,Snowy,Boat,2720.73,No,13.9,50.53,3.1,No,Average
Jammu and Kashmir,Jammu,01-11-2022,2022,November,45016,2661,39238.71,Cultural Festival,0.82,53,5730.03,Crafts Mela,Rainy,Bike,4516.64,No,5.4,92.64,3.7,Yes,Good
Jammu and Kashmir,Jammu,01-12-2022,2022,December,15076,4271,40559.76,Wildlife Sanctuary,2.1,126,5361,Dance Festival,Cloudy,Flight,5535.55,No,10.3,80.32,3.2,No,Good
Jammu and Kashmir,Jammu,01-01-2023,2023,January,9256,863,16539.18,Wildlife Sanctuary,1.63,179,7980.61,Sports Event,Rainy,Bus,6181.17,Yes,14.1,54.5,3.2,No,Poor
Jammu and Kashmir,Jammu,01-02-2023,2023,February,26935,1963,33159.51,Fort,1.15,154,4287.33,Music Festival,Rainy,Flight,3079.1,Yes,9.3,70.51,3.6,Yes,Average
Jammu and Kashmir,Jammu,01-03-2023,2023,March,13508,1645,14416.07,Hill Station,0.95,185,4358.96,Dance Festival,Cloudy,Train,3811.55,No,11,84.58,4.9,Yes,Average
Jammu and Kashmir,Jammu,01-04-2023,2023,April,20780,4935,48775.68,Beach,1.9,213,2993.99,Sports Event,Humid,Boat,5876.01,Yes,12.2,56.09,4.6,No,Average
Jammu and Kashmir,Jammu,01-05-2023,2023,May,15199,2611,20050.29,Fort,1.13,198,2209.71,Dance Festival,Humid,Bus,4231.36,Yes,11.4,70.14,3.6,Yes,Average
Jammu and Kashmir,Jammu,01-06-2023,2023,June,23790,2662,38150.85,Wildlife Sanctuary,1.44,288,5262.57,Crafts Mela,Sunny,Bike,6267.61,No,11.5,62.52,3.6,No,Poor
Jammu and Kashmir,Jammu,01-07-2023,2023,July,26899,1515,33489.36,Hill Station,1.18,242,2486.91,Food Festival,Humid,Train,3355.69,No,8.6,57.14,3.6,Yes,Poor
Jammu and Kashmir,Jammu,01-08-2023,2023,August,27043,2971,39935.51,Cultural Festival,1.33,131,8015.35,Art Fair,Humid,Car,3894.98,Yes,8.8,75.8,4.5,Yes,Good
Jammu and Kashmir,Jammu,01-09-2023,2023,September,44002,2538,45618.96,Desert Safari,0.98,174,9188.7,Dance Festival,Snowy,Boat,7409.65,No,7,68.69,4.7,Yes,Average
Jammu and Kashmir,Jammu,01-10-2023,2023,October,45994,4016,76325.42,Backwaters,1.53,402,5073.5,Festival,Cold,Car,4047.67,Yes,6.4,67.62,4.8,Yes,Good
Jammu and Kashmir,Jammu,01-11-2023,2023,November,34615,2961,57600.72,Backwaters,1.53,498,9761.73,Festival,Rainy,Car,1824.93,No,9.1,71.69,3.5,No,Average
Jammu and Kashmir,Jammu,01-12-2023,2023,December,42978,2455,44414.78,Desert Safari,0.98,368,3936.32,Dance Festival,Cold,Car,5599.41,No,5.2,57.05,3.5,Yes,Poor
Sikkim,Gangtok,01-01-2019,2019,January,8253,4670,33757.52,Fort,2.61,110,1932.16,Festival,Cloudy,Bus,4852.77,Yes,2.2,77.83,3.7,No,Poor
Sikkim,Gangtok,01-02-2019,2019,February,11990,4359,27796.75,Desert Safari,1.7,413,2753.44,Festival,Humid,Boat,4879.99,No,10.5,55.84,4,Yes,Good
Sikkim,Gangtok,01-03-2019,2019,March,26057,4942,43600.88,Fort,1.41,489,5322.68,Festival,Sunny,Boat,7537.86,Yes,3.3,81.7,3.9,No,Poor
Sikkim,Gangtok,01-04-2019,2019,April,22149,2419,31265.31,Wildlife Sanctuary,1.27,414,9556.66,Art Fair,Snowy,Car,5024.3,No,5.3,56.15,4.3,Yes,Good
Sikkim,Gangtok,01-05-2019,2019,May,7386,2695,20848.45,Backwaters,2.07,65,6180.46,Sports Event,Humid,Train,1941.52,No,6.9,63.51,3.4,No,Poor
Sikkim,Gangtok,01-06-2019,2019,June,7793,3770,27871.44,River Rafting,2.41,416,5785.09,Religious Event,Snowy,Flight,7063.63,Yes,3.6,88.7,3.3,No,Average
Sikkim,Gangtok,01-07-2019,2019,July,24483,863,15275.56,Museum,0.6,60,8686.47,Dance Festival,Rainy,Boat,4083.53,No,7.7,64.43,3.6,Yes,Average
Sikkim,Gangtok,01-08-2019,2019,August,40688,749,59671.68,Beach,1.44,403,6531.54,Religious Event,Rainy,Train,4623.58,Yes,6.1,94.6,3,No,Poor
Sikkim,Gangtok,01-09-2019,2019,September,16306,2191,27584.8,Cultural Festival,1.49,127,1724.48,Crafts Mela,Snowy,Boat,4335.85,Yes,8.5,74.78,5,Yes,Good
Sikkim,Gangtok,01-10-2019,2019,October,48081,4576,63455.56,Beach,1.21,148,8971,Dance Festival,Cold,Train,4372.14,No,14.4,81.99,4,No,Average
Sikkim,Gangtok,01-11-2019,2019,November,17701,4234,39188.88,River Rafting,1.79,183,8488.34,Festival,Cloudy,Boat,1216.58,No,9.8,52.02,4.7,Yes,Poor
Sikkim,Gangtok,01-12-2019,2019,December,37234,3433,58698.21,Temple,1.44,390,2566.61,Sports Event,Sunny,Bus,2004.47,No,4.8,92.39,4.6,Yes,Average
Sikkim,Gangtok,01-01-2020,2020,January,42398,3465,37458.25,Temple,0.82,90,3010.16,Music Festival,Cold,Bus,2569.62,No,9.2,85.29,4.6,Yes,Average
Sikkim,Gangtok,01-02-2020,2020,February,14275,2823,23128.09,River Rafting,1.35,274,4613.08,Dance Festival,Rainy,Bus,1362.62,No,4.1,86.43,4.1,Yes,Average
Sikkim,Gangtok,01-03-2020,2020,March,40284,3574,33639.96,Hill Station,0.77,357,3743.36,Music Festival,Humid,Bus,1317.61,No,10.4,56.61,3.8,No,Poor
Sikkim,Gangtok,01-04-2020,2020,April,48671,2519,52171.51,Desert Safari,1.02,142,9795.15,Food Festival,Cloudy,Flight,4469.56,No,8.3,60.91,3.1,Yes,Good
Sikkim,Gangtok,01-05-2020,2020,May,16461,1347,23989.71,Backwaters,1.35,182,5296.33,Sports Event,Rainy,Car,7425.87,No,10.8,59.55,4.1,No,Poor
Sikkim,Gangtok,01-06-2020,2020,June,43722,1657,47916.93,Temple,1.06,290,9755.7,Food Festival,Humid,Bus,6190.15,Yes,2.7,56.46,3.6,Yes,Good
Sikkim,Gangtok,01-07-2020,2020,July,30356,1843,45945.52,Temple,1.43,452,8147.18,Food Festival,Rainy,Bus,6586.44,Yes,5.5,84.78,4.9,Yes,Poor
Sikkim,Gangtok,01-08-2020,2020,August,15124,2785,27895.77,Desert Safari,1.56,400,6161.95,Food Festival,Sunny,Flight,5610.49,No,5.1,76.26,4.4,Yes,Poor
Sikkim,Gangtok,01-09-2020,2020,September,36380,2382,47878.04,Backwaters,1.24,157,4816.4,Food Festival,Snowy,Bus,1686.06,No,3.5,55.25,3.2,No,Good
Sikkim,Gangtok,01-10-2020,2020,October,44366,4485,57612.56,Museum,1.18,192,2977.78,Religious Event,Rainy,Bike,3388.63,Yes,8.4,71.26,4.6,No,Average
Sikkim,Gangtok,01-11-2020,2020,November,22204,889,33015.91,Cultural Festival,1.43,325,2537.14,Festival,Humid,Car,3808.35,No,12.3,87.25,4.3,No,Average
Sikkim,Gangtok,01-12-2020,2020,December,44084,4923,64922.77,River Rafting,1.32,341,6242.42,Dance Festival,Cold,Train,2543.61,Yes,7.3,87.29,4.2,Yes,Good
Sikkim,Gangtok,01-01-2021,2021,January,39172,866,27338.03,Museum,0.68,140,2125.05,Sports Event,Snowy,Bike,2401.07,No,12.8,88.86,3.7,No,Poor
Sikkim,Gangtok,01-02-2021,2021,February,22718,2708,22845.93,Museum,0.9,483,8555.95,Dance Festival,Cloudy,Bike,3897.99,No,13.2,89.38,5,Yes,Poor
Sikkim,Gangtok,01-03-2021,2021,March,42855,4682,74755.06,Hill Station,1.57,137,8120.99,Music Festival,Rainy,Flight,2281.22,Yes,2.8,54.99,4,Yes,Good
Sikkim,Gangtok,01-04-2021,2021,April,24682,3328,34777.62,Desert Safari,1.24,178,6623.73,Religious Event,Humid,Boat,1798.31,No,10.9,70.19,4.4,Yes,Good
Sikkim,Gangtok,01-05-2021,2021,May,26388,4118,31300.79,Temple,1.03,267,1765.71,Dance Festival,Rainy,Bike,3167.23,No,9,84.65,4.3,No,Good
Sikkim,Gangtok,01-06-2021,2021,June,26923,4741,45630.04,Museum,1.44,334,5770.46,Art Fair,Humid,Boat,4646.8,Yes,13.8,70.94,4.5,Yes,Good
Sikkim,Gangtok,01-07-2021,2021,July,18572,1494,16660.67,Cultural Festival,0.83,129,9587.46,Festival,Rainy,Bike,2097.32,No,13.4,91.17,3.5,Yes,Poor
Sikkim,Gangtok,01-08-2021,2021,August,11840,3846,20168.61,Cultural Festival,1.29,359,3917.06,Music Festival,Humid,Train,2363.77,Yes,3.2,70.07,4.1,No,Average
Sikkim,Gangtok,01-09-2021,2021,September,44987,3360,36743.15,Fort,0.76,110,3380.69,Religious Event,Humid,Car,3506.82,Yes,11.9,83.02,4.4,No,Poor
Sikkim,Gangtok,01-10-2021,2021,October,19532,3709,24553.91,Desert Safari,1.06,258,1894.1,Crafts Mela,Cold,Bike,711.08,No,11,74.24,3.7,No,Average
Sikkim,Gangtok,01-11-2021,2021,November,26978,1116,37928.25,Hill Station,1.35,332,7115.18,Religious Event,Snowy,Train,783.09,Yes,13.5,79.09,4.1,Yes,Poor
Sikkim,Gangtok,01-12-2021,2021,December,7720,561,11354.36,Cultural Festival,1.37,308,4344.64,Music Festival,Sunny,Flight,5286.64,No,13.8,83.28,3.3,No,Average
Sikkim,Gangtok,01-01-2022,2022,January,42992,3314,64587.61,Cultural Festival,1.39,378,4082.71,Music Festival,Humid,Bus,2720.37,No,2.6,66.64,3.2,No,Poor
Sikkim,Gangtok,01-02-2022,2022,February,25090,3124,28682.31,Desert Safari,1.02,306,9099.4,Art Fair,Snowy,Bike,7233.62,Yes,11.1,67.87,4.1,No,Good
Sikkim,Gangtok,01-03-2022,2022,March,27733,2791,50396.52,Temple,1.65,430,5969.19,Sports Event,Sunny,Train,3780.2,No,4.6,82.11,4.2,No,Poor
Sikkim,Gangtok,01-04-2022,2022,April,18101,1814,19723.37,Temple,0.99,179,6393.69,Sports Event,Snowy,Boat,1122.77,No,14,54.79,3.7,No,Good
Sikkim,Gangtok,01-05-2022,2022,May,21678,4673,54042.27,Fort,2.05,240,9361.83,Religious Event,Cold,Bus,4231.09,Yes,12.3,57.17,3.9,No,Average
Sikkim,Gangtok,01-06-2022,2022,June,7146,2275,18850.85,Backwaters,2,137,7657.97,Sports Event,Snowy,Bus,1073.32,No,11.6,91.37,4.1,No,Good
Sikkim,Gangtok,01-07-2022,2022,July,16342,1982,25774.71,Backwaters,1.41,134,6214.91,Festival,Sunny,Car,1365.82,Yes,6.8,81.66,4.6,No,Good
Sikkim,Gangtok,01-08-2022,2022,August,17421,2238,22505.04,Temple,1.14,180,7439.16,Festival,Rainy,Car,7980.91,Yes,11.5,53.32,3.2,No,Average
Sikkim,Gangtok,01-09-2022,2022,September,19558,2491,26288.63,Museum,1.19,112,5508.8,Religious Event,Humid,Train,3307.79,Yes,12.3,69.81,3.9,No,Average
Sikkim,Gangtok,01-10-2022,2022,October,8154,3442,12891.24,Temple,1.11,490,2888.75,Dance Festival,Cold,Flight,2011.36,No,2.5,83.92,4.6,No,Average
Sikkim,Gangtok,01-11-2022,2022,November,21789,1314,19252.27,Cultural Festival,0.83,379,8736.29,Sports Event,Snowy,Bike,7160.56,Yes,14.9,70.52,5,Yes,Average
Sikkim,Gangtok,01-12-2022,2022,December,31293,4890,51701.75,Backwaters,1.43,228,4740.29,Music Festival,Cold,Boat,5398.03,Yes,2.7,82.8,3.1,No,Poor
Sikkim,Gangtok,01-01-2023,2023,January,5890,1550,8863.46,Cultural Festival,1.19,463,6892.29,Food Festival,Cold,Bus,5176.13,Yes,14.2,67.73,3.1,Yes,Poor
Sikkim,Gangtok,01-02-2023,2023,February,47627,1781,52020.02,Backwaters,1.05,211,2928.62,Crafts Mela,Cloudy,Bike,1159.07,No,7.3,85.7,3.6,Yes,Average
Sikkim,Gangtok,01-03-2023,2023,March,26736,3715,26492.35,Cultural Festival,0.87,147,9892.29,Festival,Cold,Car,5842.49,No,5.5,84.75,4.6,No,Poor
